Name,Role,Business Size,Validated,Source,Rating,Date,Title,What do you like best about Sage Intacct?,What do you dislike about Sage Intacct?,What problems is Sage Intacct solving and how is that benefiting you?
Brett L.,Marketing Director (Volunteer),"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2020-01-07,"""Xero - An easy to use and understand Accounting Platform""",,,
Takako O.,"Co-Founder, CEO | Panalyt Japan","Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2020-07-24,"""In Japan? Don't use xero.""",,,
Gaby S.,Owner and Principal,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2020-06-23,"""Xero review""",,,
Shabaz D.,Financial Analyst; Financial Services,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-11-15,"""Follow up all business' financial activities""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-08-27,"""Good for small businesses""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-10-25,"""Xero accounting review""",,,
Mark A.,Accounts Assistant; Architecture &amp; Planning,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2019-10-27,"""Xero is superb and excellent business accounting platform. """,,,
Rob M.,CFO,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-10-22,"""Better than QBO""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-11-06,"""Xero is a great alternative to Quickbooks. Easy, Affordable & Always Right!""",,,
Kathleen L.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-03-19,"""Best Accounting software so far!""",,,
Paul C.,Managing Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-06,"""Perfect Accounting Software for Small to Medium Sized Businesses""",,,
Tom N.,IT Technical Lead; Information Technology and Services,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-01,"""Super Simple Accounting Software for Small to Medium Sized Businesses""",,,
Leonardo W.,Software Developer; Computer Software,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2019-09-04,"""the solution of my expenses and accounting projects.""",,,
Matthew F.,Creative Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-11-19,"""Xero - use it from day 1""",,,
Brett W.,Director of Finance; Food &amp; Beverages,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-08-30,"""Really enjoy their app store which provides integrations""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-09-16,"""Xero is easy""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-04-03,"""Best accounting software we've used""",,,
Quratulain H.,Co Founder / Head of Projects,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-23,"""Best for a small business that serves clients all over the world""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-11-12,"""Easy for non-accountants and accountants alike""",,,
edwin b.,Software Developer; Telecommunications,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2019-07-31,"""the profitability of reliable software.""",,,
Bowser N.,Operations Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-06,"""Accounting Fun!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-11-07,"""Xero is great for submitting and tracking expenses""",,,
Aileen  B.,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-01-29,"""Best for small to mid size businesses""",,,
Megan R.,Programmer; Information Technology and Services,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2019-09-26,"""Powerful accounting platform""",,,
Samuel J.,"Hello, my name is Samuel Jhonson, I specialize in software development, in the java, c / c ++ and c # languages, I have over 14 years of experience currently working as a software developer for Comtech Telecommunications Corp.","Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-07-11,"""Accounting comfort.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-03-12,"""Great accounting software to use for every business' dilemma""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-01-31,"""Best Cloud software in the market""",,,
Lawrence C.,Project Manager; Internet,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-09-08,"""Makes accounting more interesting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-20,"""Best cloud accounting software on the market!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2019-11-06,"""Xero Accounting Platform""",,,
Dan S.,Marketing/e-commerce manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2019-12-03,"""Good product but does not fit every business""",,,
Gabriel G.,Senior Vice President of Marketing; Wholesale,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.0,2019-05-30,"""Xero has helped us a lot with accounting assistance""",,,
Kathleen L.,Bookkeeper,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-12-30,"""Best for tracking and managing business in accounting and bookkeeping needs.""",,,
Jhoalex P.,Chief Marketing Officer,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-05-18,"""Xero offers highly configurable accounting management""",,,
Sonia J.,Accountant; Financial Services,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-08-01,"""Online accounting and bookkeeping made extremely outstanding by Xero.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-10-07,"""Use Xero for Accounting!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-11-06,"""Xero - Excellent software and fantastic support""",,,
Edoardo  C.,Mr,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-09-16,"""Great online accountancy software""",,,
jorge c.,Business administrator,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-04-23,"""Effective tracking of our finances and billing""",,,
eusstorgio j.,Business administrator,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-04-19,""" a software on hand for your finances and accounting solutions, xero the best""",,,
oswaldo r.,Administrador,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-04-16,"""accounting follow-ups with Xero.""",,,
lazaro p.,Gerente de gestión,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-04-16,"""xero super good software for tracking and auditing our billing, expenses and sales.""",,,
JAVIER R.,Administrador de cuenta,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-04-15,""" with Xero, our finances are more timely""",,,
Issa B.,Traning Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-24,"""Good accounting tool""",,,
Jason W.,Retail Management Specialist,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2019-06-27,"""""Accounting basic and less tedious!""""",,,
Jansel Daniel A.,Salesperson; Retail,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2019-04-11,"""Xero is perfect for handling all kinds of documents""",,,
Penelope H.,Accounts assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-11-06,"""Great accounting tool""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-26,"""Great Accounting software for multiple inventory and sales""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-11-13,"""Excellent tool for all aspects of financial management""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-08-31,"""Literally the best piece of accounting software in the cloud I have found!""",,,
Alex R.,Sales Representative,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-06-12,"""The accounting software with greater flexibility of the market""",,,
Scott K.,Business Office Manager,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-03-27,"""Configure and automate the accounting area""",,,
Zak D.,Accounting Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-10-10,"""A good online platform for accountants and business owners""",,,
Louisa N.,Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-19,"""Easy to use and great for understanding your company finances""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-11-13,"""User friendly accounting product""",,,
Maria Jose G.,"Director, Product Partnerships","Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-03-13,"""Excellent inventory management software.""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-03-18,"""easy to submit and navigate""",,,
Chris M.,Technical Director; Computer Software,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-05,"""Easy to use and comprehensive""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-26,"""Easier than Quickbook""",,,
Irine M.,Financial Analyst; Financial Services,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-08-23,"""Manage all your finances and accounting work using Xero.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-09-12,"""Great for small start up businesses """,,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-09-24,"""Intuitive and easy to use accounting and billing software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-08-29,"""Decent software particularly for non accountants""",,,
Agnes C.,Accountant; Accounting,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-09-18,"""Xero""",,,
Michael Allen A.,Auxiliar administrativo,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-02-11,"""Xero, incredible accounting software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-11-10,"""Best cloud accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-22,"""Best accounting package for small businesses""",,,
Arlene P.,Advertising Manager; Hospital &amp; Health Care,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-04-10,"""""Xero is the best bookkeeping help apparatus""""",,,
,,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2019-10-11,"""Streamlined business accounting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-21,"""Friendly and powerful accounting software""",,,
Robert B.,Managing Director; Management Consulting,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2019-04-05,"""Great user interface but the API is challenging""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2019-05-07,"""Good product, but the price will keep creeping up.""",,,
Marie W.,Account Manager; Insurance,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-03-31,"""""Xero is ideal for a wide range of money related records. """"",,,
Aaron D.,Owner &amp; Founding Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-07-18,"""Clear, concise and easy to use accounting software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-11-14,"""Accounting made easy""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-11-29,"""Xero is better than Quickbooks""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-10-18,"""Great connecting accounting platform""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2019-11-11,"""Too simple but effective product""",,,
Sean P.,Finance manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2019-10-31,"""Xero review""",,,
xinyi s.,Administrative Assistant,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-09-03,"""efficient and easy to use """,,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-07-01,"""Easy to use accounting package""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-29,"""Super simple accounting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-12,"""The best software out there for accountants by far!""",,,
Steve S.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2018-12-04,"""Endless Opportunities""",,,
JULIO R.,Gerente de productos,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2018-11-29,""" optimal software, effective tracking, Xero the best.""",,,
,,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2019-07-29,"""Great Application""",,,
CARLOS O.,Administrador,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2018-11-25,"""xero very practical to use at low cost""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-12,"""Really useful tool""",,,
RODRIGO V.,Gerente de oficina,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2018-11-24,"""a software that handles the accounting part""",,,
ana d.,Administrativo,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2018-11-13,"""Reliable software to perform your accounting process""",,,
Emma B.,Office Admin,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-04-12,"""Fantastic software """,,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-10-02,"""Excellent, easy, timesaving book keeping and accounting software""",,,
Dimitri S.,Founder; Broadcast Media,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.0,2018-09-23,"""Was great when I first started but now I'm realizing I've made a mistake.""",,,
AJ D.,SEO Director; Internet,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-07-30,"""Easy to manage accounting""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-09-15,"""Simple to use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-08-29,"""Amazing software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-10-25,"""Xero Expenses""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-07-01,"""Xero for startups""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-25,"""Good software, easy to use""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-08-22,"""xero accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-09-26,"""Incredibly user friendly""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-05-17,"""Super easy - love the app as an employee""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-12,"""Xero - the best for small businesses""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,2.5,2019-09-09,"""good for accounting but a bit pricey""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-10-06,"""Xero does the job""",,,
Neydis C.,Analista Financiero,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2019-01-15,"""A different way of keeping your accounting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-08-22,"""Great software""",,,
Lane S.,Executive and Marketing Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-01-21,"""Finances - Contained (that I wish I could use even for my personal finances!)""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-13,"""Best accounting software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-09-11,"""Good, straightforward, reliable accounting package """,,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2019-09-12,"""Very useful accounting software""",,,
Niki B.,Executive Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,2.5,2019-05-28,"""Not my favorite software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,2.5,2019-09-02,"""Robust but broken""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-04-05,"""Xero is a great easy to use accounting tool """,,,
Danny D.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2018-07-22,""" Very expensive and removal of existing functionality for chargeable alternative""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-16,"""Xero""",,,
Ray W.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.5,2018-07-18,"""Disgusting tactics now being employed. We aware. It could be very costly.""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2019-04-02,"""Although this software would not be ideal for a large company. it is fantastic for small business""",,,
Kingsley C.,Director of Finance; Computer Software,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2018-10-30,"""The best for any company under 500 ppl""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-09-10,"""Best accounting software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2019-05-30,"""Simple but so efficient """,,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-10-08,"""Score 100 for Xero""",,,
Kevin D. M.,Consulting Systems Engineer; Information Technology and Services,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2019-02-24,"""Great for small business""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,2.5,2019-08-07,"""Xero""",,,
randal333 K.,Advisor - Industrial &amp; Manufacturing Solutions; Financial Services,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-11-20,"""Amazing Product - Feel Like it’s the Next Level In Accounting Solutions""",,,
Mallory K.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-10-24,"""Cloud accounting at your fingertips""",,,
Mallory K.,Practice manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-10-23,"""Cloud Accounting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2018-10-20,"""I don't enjoy doing my finances, but this does make it bearable.""",,,
Darius F.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.0,2018-07-01,"""Tired UI and a lack of implimenting user-requested features""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,2.5,2018-07-30,"""Cloud-Based Accounting System""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2018-11-26,"""Bit Pricey but doesn't more than others""",,,
Steven D.,Platform Director - Saint Joseph Communications,"Mid-Market
(51-1000 emp.)",Yes,Xero,3.5,2018-11-16,"""Affordable Cloud Accounting Package""",,,
David B.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2018-07-19,"""I liked Xero a lot ... 5 years ago""",,,
Karen T.,French into English Independent Translation Professional; Translation and Localization,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-12-11,"""Small business accounting solution that handles multiple currencies beautifully""",,,
Michaela B.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2018-07-20,"""Easy to use for new team. Good online cloud base""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-06-20,"""Just Brilliant!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2019-05-02,"""Not quite fully there""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2018-07-23,"""Xero too expensive""",,,
David James B.,Co-Founder &amp; CEO; Management Consulting,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-04-26,"""The best accounting software for SME's""",,,
Charles N.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-04-26,"""Simple but needs better dashboard""",,,
Robby M.,Tax Partner; Accounting,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-02-18,"""Strong financial accounting platform with great add-ons and management reporting""",,,
Jim B.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2018-06-28,"""Very good finance software for small business""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2018-03-22,"""Happy with experience""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-03-20,"""Great accounting software, sophisticated API, easy to integrate, all at a fair price""",,,
Adam G.,Operations Manager; Computer Software,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2018-01-02,"""New User but very impressed. Moved from Sage 50 around three months ago.""",,,
Nick W.,Xero Partner Consultant &amp; Implementation Specialist; Accounting,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2017-12-28,"""Feature rich, simple to use, high level support and training documentation""",,,
Logan W.,Business Owner; Retail,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-07-17,"""Intuitive small business bookkeeping software""",,,
James F.,CEO; Retail,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2017-12-27,"""Simple Alternative to Quickbooks""",,,
Habiba K.,AP Assistant,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2018-06-09,"""Extremely easy to use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-09-20,"""Easy to Use & Great Reporting!""",,,
John H.,Operations Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-02-03,"""Migrated from QBO""",,,
Tony W.,Managing Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2018-07-13,"""Promising Start great piece of Software """,,,
