STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
1982,The Beach Retreat & Lodge at Lake Tahoe,3411 Lake Tahoe Blvd,South Lake Tahoe,CA,https://www.tripadvisor.com/Hotel_Review-g1798615-d209354-Reviews-Beach_Retreat_Lodge_at_Tahoe-South_Lake_Tahoe_Lake_Tahoe_California_California.html,Beach Retreat & Lodge at Tahoe,,,4.0,"1,936",#15 of 71 hotels in South Lake Tahoe,4.7,4.1,4.1,3.9,FALSE,TRUE,"Skiing
Canoeing
Beach
Pets Allowed ( Dog / Pet Friendly )
Outdoor fireplace
Fence around pool
Wifi
Children's television networks
Heated pool
Parking
Self-serve laundry
Pool
ATM on site
Conference facilities
Restaurant
Water sport equipment rentals
Clothes dryer
Highchairs available
Banquet room
Meeting rooms
24-hour front desk
Convenience store
Express check-in / check-out
Outdoor pool
Outdoor furniture
Business Center with Internet Access
Ski rentals
Washing machine
24-hour check-in
Kids stay free
Outdoor dining area
Gift shop
Kids' meals
Bar / lounge
Non-smoking hotel","Refrigerator
Flatscreen TV
Bath / shower
Wake-up service / alarm clock
Radio
Private balcony
Complimentary toiletries
Blackout curtains
Iron
Hair dryer
Air conditioning
Private bathrooms","Mountain view
Bridal suite
Non-smoking rooms
Suites",3.5,"Lake View
Mid-range",68,Somewhat walkable,Grade: 68 out of 100,18,Restaurants,within 0.3 miles,4,Attractions,within 0.3 miles,"1,000",452,222,124,138,62,100,"tiki hut
beach front
beachfront room
beach bar
lake view
beach access
across the street
gas fireplace
hot tub
heavenly village
boathouse
sidelines
tahoe
safeway
dog
wedding
summer
pet
pits
snow
skiing"
2012,Willow Tree Inn,1919 W Artesia Blvd,Compton,CA,https://www.tripadvisor.com/Hotel_Review-g32941-d76573-Reviews-Willow_Tree_Inn-Rancho_Dominguez_California.html,Willow Tree Inn,,,3.0,13,,3.3,4.0,3.7,4.5,FALSE,FALSE,"Free parking
Vending machine
Wifi
Children Activities (Kid / Family Friendly)
Laundry service
Parking
Hot tub
Free breakfast
ATM on site
Pool
Self-serve laundry
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Desk
Telephone
Refrigerator
Microwave
Wake-up service / alarm clock
Complimentary toiletries
Bottled water
Iron
Hair dryer
Air conditioning
Safe","Family rooms
Non-smoking rooms",,,,,,,,,,,,3,2,1,3,4,0,2,
19981,Sands Of Treasure Island,11800 Gulf Blvd,Treasure Island,FL,https://www.tripadvisor.com/Hotel_Review-g34693-d594513-Reviews-The_Sands_of_Treasure_Island-Treasure_Island_Florida.html,The Sands of Treasure Island,,,3.5,141,#44 of 45 hotels in Treasure Island,4.6,3.6,3.9,4.0,FALSE,FALSE,"Picnic area
Free parking
Pool / beach towels
Wifi
Gift shop
Heated pool
Beach
Pool
Kids' outdoor play equipment
Non-smoking hotel
24-hour front desk
Table tennis
Free High Speed Internet (WiFi)
Outdoor pool
Outdoor furniture
Sun terrace","Telephone
Flatscreen TV
Refrigerator
Private bathrooms
Microwave
Clothes rack
Bath / shower
Coffee / tea maker
Wardrobe / closet
Kitchenette
Housekeeping
Iron
Air conditioning
Seating area",Non-smoking rooms,3.0,,54,Somewhat walkable,Grade: 54 out of 100,38,Restaurants,within 0.75 miles,5,Attractions,within 0.75 miles,41,35,20,19,26,4,35,"beach hotel
small kitchen
shuffleboard"
19998,Suburban Studios Tallahassee Near University,522 Silver Slipper Ln,Tallahassee,FL,https://www.tripadvisor.com/Hotel_Review-g34675-d622395-Reviews-Suburban_Extended_Stay_Hotel-Tallahassee_Florida.html,Suburban Extended Stay Hotel,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137581&geo=622395&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380271&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb-4C9I8e-2LKj8G_tqi36qR059JG8q-LwXJdTr-KVBSJ&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1abf870711516b99bb5eaf8cb8a518045_YQx,18339053739,3.5,84,#4 of 8 Specialty lodging in Tallahassee,3.8,3.5,3.9,3.7,FALSE,FALSE,"Free parking
Newspaper
Vending machine
Wifi
Children Activities (Kid / Family Friendly)
Parking
Meeting rooms
Hot tub
Self-serve laundry
Pool
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Express check-in / check-out
BBQ facilities
Business Center with Internet Access","Refrigerator
Flatscreen TV
Microwave
Kitchenette
Housekeeping
Air conditioning","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,57,Somewhat walkable,Grade: 57 out of 100,53,Restaurants,within 0.75 miles,10,Attractions,within 0.75 miles,25,19,16,13,11,0,12,
20009,Quality Inn St Paul-Minneapolis-Midway,1964 University Ave W,Saint Paul,MN,https://www.tripadvisor.com/Hotel_Review-g43501-d95685-Reviews-Days_Inn_by_Wyndham_St_Paul_Minneapolis_Midway-Saint_Paul_Minnesota.html,Days Inn by Wyndham St. Paul-Minneapolis-Midway,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235135577&geo=95685&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380271&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb9JhCTPN2QwV0QQ8f6KPJ8wWX7jgvRcM_rXYtJBNyBv-&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=10b2b10d248b61a6b6337fcc857a018a1_no7,18444272267,2.5,688,#17 of 19 hotels in Saint Paul,3.3,3.1,3.2,3.1,FALSE,FALSE,"Hot tub
Pets Allowed ( Dog / Pet Friendly )
Sauna
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
ATM on site
Restaurant
Free parking
Vending machine
Meeting rooms
Shuttle bus service
Business Center with Internet Access
Game room
Laundry service
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Shops","Flatscreen TV
Room service","Family rooms
Non-smoking rooms",2.0,Budget,39,Car recommended,Grade: 39 out of 100,20,Restaurants,within 0.75 miles,9,Attractions,within 0.75 miles,67,123,182,153,163,5,37,
19691,Vintners Inn,4350 Barnes Rd,Santa Rosa,CA,https://www.tripadvisor.com/Hotel_Review-g33055-d113725-Reviews-Vintners_Resort-Santa_Rosa_Sonoma_County_California.html,Vintners Resort,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=113725&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380271&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkfz9zOIp44qvHJPH7jy1oCiaMFlWW_QrIX1MIFUVBqiRLVZ9r8C782uPaVr_LYvE7w&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=14514205da1de8eeaa18bd89d67be5d7c_ACh,17073097510,4.5,729,#1 of 29 hotels in Santa Rosa,4.4,4.7,4.5,4.2,FALSE,FALSE,"Coffee shop
Adult pool
Steam room
Happy hour
Full body massage
Wine / champagne
Complimentary tea
Fence around pool
Couples massage
Dry cleaning
Wifi
Parking
Hiking
Facial treatments
Bicycle tours
Conference facilities
Baggage storage
Restaurant
Free parking
Massage
Horseback riding
Banquet room
Bicycle rental
Meeting rooms
24-hour front desk
Breakfast available
Outdoor furniture
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Electric vehicle charging station
Outdoor dining area
Canoeing offsite
Laundry service
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Foot massage","Flatscreen TV
Telephone
Refrigerator
Private bathrooms
Coffee / tea maker
Complimentary toiletries
Bathrobes
Room service
Bottled water
Hair dryer
Private balcony
Iron
Air conditioning
Safe
Seating area
Fireplace","Suites
Non-smoking rooms",4.0,Business,46,Car recommended,Grade: 46 out of 100,15,Restaurants,within 0.75 miles,5,Attractions,within 0.75 miles,506,145,48,20,10,6,100,"john ash restaurant
turn down service
fireplace room
wine country
junior suite
wine tasting
sitting area
walking path
sonoma valley
king bed
no elevator
fountain
turndown
wineries
winery
highway
california
proximity"
19695,The Sonora Inn,160 S Washington St,Sonora,CA,https://www.tripadvisor.com/Hotel_Review-g33108-d82196-Reviews-Sonora_Inn-Sonora_California.html,Sonora Inn,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=82196&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380271&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkUadABJGHkVw6YUaQRaJE__qJ5CSNQSaOGpTWGRqawUeOCc6tzK34D8KoDDykPzdZQ&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=17a993d1426be937ca74dad832000b060_6q3,12095534297,4.0,259,#3 of 8 hotels in Sonora,4.5,4.0,4.5,4.0,FALSE,FALSE,"Pets Allowed ( Dog / Pet Friendly )
Bowling offsite
Table tennis
Wifi
Pool
Squash offsite
Conference facilities
Aerobics offsite
Free parking
Vending machine
Archery offsite
Meeting rooms
24-hour front desk
Rooftop terrace
Outdoor pool
Breakfast buffet
Kids stay free
Raquetball offsite
Canoeing offsite
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Refrigerator
Flatscreen TV
Cable / satellite TV
Microwave
Bath / shower
Coffee / tea maker
Wake-up service / alarm clock
Complimentary toiletries
Housekeeping
Air conditioning
Tile / marble floor
Private bathrooms","Suites
Family rooms
Non-smoking rooms
City view",2.0,City View,81,Good for walkers,Grade: 81 out of 100,24,Restaurants,within 0.3 miles,4,Attractions,within 0.3 miles,123,68,40,12,16,1,49,"historic hotel
heart of downtown
bathroom sink
bed was comfortable
cute town
historic feel
waffle maker
walking distance
a great stay
continental breakfast is
enjoyed our stay
hot water
waffles
great room
definitely stay here again
the main street
parking lot
gold country
charm
elevator
cam
plumbing"
19331,Eastland Motel,21055 Gratiot Ave,Eastpointe,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Beaumont Motel,480 E 5th St,Beaumont,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19340,Jim Williams Motel,3821 S Division Ave,Grand Rapids,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19251,Bragg Motel,7001 SW Crain Hwy,Upper Marlboro,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19210,Deauville Motel,1717 Saint Mary St,Thibodaux,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19555,Inn at Laguna Beach,211 N Coast Hwy,Laguna Beach,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19229,Mosser Victorian Hotel,68 4th St,San Francisco,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,Towne & Country Motel,2033 Fremont St,Las Vegas,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Beach Terrace Inn,2775-2795 Ocean St,Carlsbad,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19908,Timber Ridge Conference Center,5601 N Allen Rd,Mableton,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19829,Boca Inn,1801 N Federal Hwy,Boca Raton,FL,https://www.tripadvisor.com/Hotel_Review-g34088-d120552-Reviews-Boca_Raton_s_Boca_Inn-Boca_Raton_Florida.html,Boca Raton's Boca Inn,,,2.0,39,#2 of 2 B&Bs / Inns in Boca Raton,3.5,2.2,2.4,2.3,FALSE,FALSE,"Free parking
Vending machine
Wifi
Children Activities (Kid / Family Friendly)
Free breakfast
ATM on site
Pool
24-hour front desk
Restaurant
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
BBQ facilities
Business Center with Internet Access","Desk
Telephone
Flatscreen TV
Refrigerator
Microwave
Clothes rack
Bath / shower
Kitchenette
Housekeeping
Iron
Air conditioning",Family rooms,3.0,,74,Somewhat walkable,Grade: 74 out of 100,78,Restaurants,within 0.75 miles,11,Attractions,within 0.75 miles,6,2,6,2,23,2,9,
200,Motel 6 San Simeon - Hearst Castle Area,9070 Castillo Dr,San Simeon,CA,https://www.tripadvisor.com/Hotel_Review-g33039-d81791-Reviews-Motel_6_San_Simeon-San_Simeon_San_Luis_Obispo_County_California.html,Motel 6 San Simeon,,,3.5,503,#9 of 9 hotels in San Simeon,4.0,3.7,3.5,3.8,FALSE,FALSE,"Free parking
Vending machine
Wifi
Parking
Bicycle rental
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Sun terrace
Restaurant","Telephone
Air conditioning
Flatscreen TV",Non-smoking rooms,2.0,Family,52,Somewhat walkable,Grade: 52 out of 100,49,Restaurants,within 5 miles,73,Attractions,within 5 miles,60,163,177,61,42,6,83,"hearst castle
allow pets
basic room
cambria
dog"
19141,Best American Inn,5021 Old National Hwy,Atlanta,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19304,Quality Inn & Suites Monticello,317 US 425,Monticello,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Hill Country Inn & Sutes,302 W Us-190 Hwy,Copperas Cove,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19618,Vagabond Inn Redding,2731 Bechelli Ln,Redding,CA,https://www.tripadvisor.com/Hotel_Review-g32952-d79451-Reviews-Redding-Redding_California.html,Redding,,,2.0,332,#36 of 39 hotels in Redding,3.1,2.3,2.9,2.5,FALSE,FALSE,"Free parking
Newspaper
Vending machine
Wifi
Laundry service
Parking
Free breakfast
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Pool
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Sun terrace
Dry cleaning","Refrigerator
Microwave
Kitchenette
Air conditioning
Safe","Family rooms
Non-smoking rooms",2.0,,54,Somewhat walkable,Grade: 54 out of 100,71,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,11,44,56,58,163,0,21,
20092,Unicoi State Park & Adventure Lodge,1788 Highway 356,Helen,GA,https://www.tripadvisor.com/Hotel_Review-g35004-d254433-Reviews-Unicoi_State_Park_Lodge-Helen_Georgia.html,Unicoi State Park & Lodge,,,3.5,793,#8 of 19 hotels in Helen,4.4,3.6,3.8,3.5,FALSE,FALSE,"Billiards
Patio
Canoeing
Shared lounge / TV area
Boating
Fishing
Table tennis
Wine / champagne
Archery
Wifi
Self-serve laundry
Hiking
Free shuttle or taxi services
Children's playground
ATM on site
Conference facilities
Snack bar
Restaurant
Free parking
Clothes dryer
Highchairs available
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Parking garage
Outdoor furniture
Business Center with Internet Access
Picnic area
Washing machine
Children Activities (Kid / Family Friendly)
Gift shop
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Shops
BBQ facilities","Flatscreen TV
Walk-in shower
Bath / shower
Complimentary toiletries
Housekeeping
Iron
Hair dryer
Air conditioning","Mountain view
Non-smoking rooms",3.0,Great View,36,Car recommended,Grade: 36 out of 100,58,Restaurants,within 5 miles,79,Attractions,within 5 miles,272,216,157,90,58,9,100,"barrel cabins
smith creek
beautiful park
anna ruby falls
zip lining
common areas
close proximity
fire pit
great weekend
north georgia
downtown helen
tavern
conference
woods
fireplace
groupon
stream
oktoberfest"
19347,Rock Harbor Lodge,800 E Lakeshore Dr,Houghton,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18861,Lucky Club Hotel & Casino,3227 Civic Center Dr,North Las Vegas,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20889,Motel 6 Bryan - College Station,3113 E Highway 21,Bryan,TX,https://www.tripadvisor.com/Hotel_Review-g55543-d4660125-Reviews-Motel_6_Bryan_College_Station-Bryan_Texas.html,Motel 6 Bryan-College Station,,,3.5,44,#15 of 19 hotels in Bryan,4.0,3.8,3.5,3.6,FALSE,FALSE,"Free parking
Newspaper
Wifi
Parking
Bicycle rental
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Pool
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Baggage storage
Business Center with Internet Access","Desk
Telephone
Refrigerator
Flatscreen TV
Microwave
Wake-up service / alarm clock
Air conditioning","Non-smoking rooms
Smoking rooms available",2.0,,,,,,,,,,,15,8,8,3,10,2,7,
20082,Decatur Inn,921 Church St,Decatur,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19953,Extended Stay America Newport News I 64 Jefferson Avenue,12359 Hornsby Ln,Newport News,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,Regent Motel,840 W Oglethorpe Blvd,Albany,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20856,Comfort Inn & Suites Nashville Downtown - Stadium,303 Interstate Dr,Nashville,TN,https://www.tripadvisor.com/Hotel_Review-g55229-d142057-Reviews-Quality_Inn_Nashville_Downtown_Stadium-Nashville_Davidson_County_Tennessee.html,Quality Inn Nashville Downtown - Stadium,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=142057&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380277&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkUGbbMQlGmuKGXZyKHTffAWKMuIFxePs_3nAhKj3XRlRPsmh279ZXSSksORA-5bHnw&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=112f8dab46002e430e8f20022ec06280b_WTG,18775808452,4.0,600,#84 of 218 hotels in Nashville,4.3,4.0,4.1,3.9,FALSE,TRUE,"Indoor pool
Bowling offsite
Wifi
Children's television networks
Heated pool
Parking
Self-serve laundry
Pool
Free shuttle or taxi services
ATM on site
Baggage storage
Vending machine
Highchairs available
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Convenience store
Business Center with Internet Access
Picnic area
Breakfast buffet
Washing machine
Canoeing offsite
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Flatscreen TV
Sofa bed
Sofa
Telephone
Refrigerator
Microwave
Wake-up service / alarm clock
Radio
Blackout curtains
Housekeeping
Iron
Hair dryer
Air conditioning
Tile / marble floor","Pool view
Non-smoking rooms
Suites",2.0,Mid-range,56,Somewhat walkable,Grade: 56 out of 100,139,Restaurants,within 0.75 miles,75,Attractions,within 0.75 miles,240,172,79,40,69,44,92,"pedestrian bridge
guitar shaped pool
front desk
free shuttle
titans game
shuttle service
every half hour
shuttle that runs
breakfast room
breakfast was amazing
biscuits and gravy
indoor pool
broadway street
room was clean and comfortable
hot breakfast
free breakfast
tiffany
downtown
carlotta
teri
concert
freeway"
20023,Baymont Inn & Suites Detroit Near The Riverwalk,3250 E Jefferson Ave,Detroit,MI,https://www.tripadvisor.com/Hotel_Review-g42139-d95312-Reviews-Baymont_by_Wyndham_Downtown_Detroit-Detroit_Michigan.html,Baymont by Wyndham Downtown Detroit,,,2.5,278,#34 of 42 hotels in Detroit,2.9,2.2,2.9,2.3,FALSE,FALSE,"Free parking
Wifi
Laundry service
Parking
Non-smoking hotel
Free High Speed Internet (WiFi)",Air conditioning,Non-smoking rooms,2.0,,47,Car recommended,Grade: 47 out of 100,29,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,47,22,26,60,124,6,17,"free shuttle
business trip
ora
housekeeper"
20361,Baymont Inn & Suites Whitefish,6390 US Highway 93 S,Whitefish,MT,https://www.tripadvisor.com/Hotel_Review-g45402-d91390-Reviews-Baymont_by_Wyndham_Whitefish-Whitefish_Montana.html,Baymont by Wyndham Whitefish,,,3.5,173,#13 of 17 hotels in Whitefish,3.6,3.8,3.8,3.3,FALSE,FALSE,"Indoor pool
Free parking
Breakfast buffet
Wifi
Parking
Hot tub
Free breakfast
Spa
Pool
Self-serve laundry
Restaurant
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning","Suites
Family rooms
Non-smoking rooms
Smoking rooms available",2.5,Quiet,42,Car recommended,Grade: 42 out of 100,58,Restaurants,within 5 miles,54,Attractions,within 5 miles,29,56,41,24,24,1,32,queen suite
19690,DoubleTree Suites by Hilton Hotel Sacramento - Rancho Cordova,11260 Point East Dr,Rancho Cordova,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Valley Inn & Conference Center,10621-10639 Sepulveda Blvd,Mission Hills,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20637,Fairview Inn Airport,6452 Burnt Poplar Rd,Greensboro,NC,https://www.tripadvisor.com/Hotel_Review-g60845-d94362-Reviews-Fairview_Inn-Greensboro_North_Carolina.html,Fairview Inn,,,2.5,54,#76 of 89 hotels in Greensboro,2.9,2.6,3.0,2.7,FALSE,FALSE,"Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Wifi
Pool
ATM on site
Free parking
Vending machine
Sun loungers / beach chairs
24-hour front desk
Shuttle bus service
Outdoor pool
Outdoor furniture
Business Center with Internet Access
Picnic area
Laundry service
Sun umbrellas
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Refrigerator
Air conditioning
Microwave","Non-smoking rooms
Smoking rooms available",2.0,Budget,42,Car recommended,Grade: 42 out of 100,14,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,6,11,6,6,25,2,11,
20375,Comfort Inn & Suites Erie,8051 Peach St,Erie,PA,https://www.tripadvisor.com/Hotel_Review-g52607-d96382-Reviews-Comfort_Inn_Suites-Erie_Pennsylvania.html,Comfort Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235136391&geo=96382&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380277&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb1z5HGFq3BBazzIjKJsyTe5Sdk_J_bsBR4i8RH47mANK&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=17c7d15491b485e4c3849607d35e106a6_fSY,0018336372693,4.0,276,#21 of 40 hotels in Erie,4.1,4.1,4.1,3.9,FALSE,FALSE,"Indoor pool
Hot tub
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Free airport transportation
Wifi
Heated pool
Parking
Pool
ATM on site
Tennis court
Baggage storage
Free parking
Golf course
Water park
Meeting rooms
24-hour front desk
Breakfast available
Shuttle bus service
Convenience store
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Room service
Housekeeping
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",2.0,Family,64,Somewhat walkable,Grade: 64 out of 100,28,Restaurants,within 0.75 miles,5,Attractions,within 0.75 miles,89,91,53,26,17,10,60,"splash lagoon
no elevator
water park
sausage
waffles
the breakfast area
would stay again
highway
sofa"
