item,URL,Name,# Star,Date,Title,Description,# Helpful
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Maren J.,5.0,"March 25, 2020",Cat loves it!,My cat devours this stuff! I've never seen her act so excited about a food!,One
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Dee,5.0,"December 13, 2019",Happy Cat,My cat is healthy and loves Mer. My cat says its yummy,One
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,JVK,5.0,"August 12, 2020",Make America Great Again. Buy American Made Cat Food.,My cat loves it,3
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Dr Ahndreyah,5.0,"May 17, 2019",Great stuff,Excellent. My picky cat eats this and it fulfills nutritional requirements for my baby.,One
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Amazon Customer,1.0,"October 1, 2022",Sorry but this was not a hit,Not a hit at my house so I gave it to my daughter in law who is using it to feed their neighborhood (feral) cat.,
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Mykelzor,3.0,"February 25, 2020",Good quality,Good quality. My cat love it. Super convenient on subscription.,
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Dreamhome,5.0,"April 17, 2020",Felines love it,"Fast shipping, reasonable price",
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Crystal,4.0,"September 1, 2019","Gave us back our oldest dog, worth it","Switched to this food when our oldest (a Great Dane/German Shephard mix) started showing the symptoms of hip dysplasia. She wasn't able to really get around at all and it was breaking our hearts. After about 6 weeks of this food in combination with some glucosamine chondroitin supplements every day, she is a whole new dog. It has been months since she was able to get on the couch by herself and she has been getting up there like it is nothing. Definitely going to be sticking with it and we have switched the rest of our girls (all Great Danes) to it as well to try to hopefully keep them from developing the hip dysplasia they are prone to. Only bad thing about it is that it is pretty expensive for a bag. With the results we are getting though, it is worth it.",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Watersprite,4.0,"January 3, 2022",Dog says YES,"There's a bunch of filler in here, but so many breeders swear by it. But maybe breeders like it because they have to buy a lot of food, and it is cheaper. Dog likes it. Not expensive, compared to some.",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Richard Stuntz,5.0,"December 22, 2020",My dog is aging in reverse,"I've been worried about my senior dog, as she lost a bit of weight and has been feeling stiff after our hikes together. I found this food after searching for high protein dog foods, and the change in Scout has been dramatic... and a bit overwhelming. She's back to the energy levels that she had five years ago. She's relentless. Before, she would be stiff for about 24 hours after a long hike. Now, she'll be begging for more exercise almost immediately. She went mountain biking with me for the first time in years and wasn't even tired afterwards! I need a human version of this food to help me keep up with her!",3
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,613Member,4.0,"May 4, 2022",Rating...,The DOGS will have to rate the flavor.,
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Bob,5.0,"September 26, 2020",This dogfood has done more than what I bought it for...,"I have a dog with the beginnings of hip dysplasia. I bought this for her because it has glucosamine. Since then, about 2 years, she is doing well, no signs of progressing of the disease, loves the dogfood. BUT, I have another dog who started to get ""chronic digestive problems"" (my polite term for chronic diarrhea) and that can be BAD. I would get her normal with rice milk and rice, then back it would come again. Took her off all human ""treats"" and canned dogfood, and just kept her on this dogfood, and she normalized. Now she can have a limited amount of canned dogfood (1/4 can) AM and PM, and this dogfood freely throughout the day. She's diarrhea-free!",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Allison,1.0,"June 10, 2023",Awful,"Smells like rubber tires and not like food. The Ocean Fish from Victor smells like fish and food! So receiving something that smells so bad is really surprising and disappointing. Trusting the brand I still went forward. Followed the feeding schedule to work my dog from the ocean fish to this Performance and now we’re at mostly Performance and a small amount of the ocean fish, and he refuses to eat. Really upset by this, very unexpected after being so satisfied with other foods from Victor.",
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Sheila ♥,1.0,"July 10, 2023",Toxic/Rancid Bag ZERO Stars,"Purchased this bag and our 3 dogs would not eat. Had to purchase other food. When we returned 7/9/23 our next auto ship had arrived, opened it and the dogs will eat. Company claims that storage can impact quality and freshness to contact Amazon for a replacement or a refund. Contacted the company and they have a 100% product guarantee.",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Brian G.,5.0,"April 5, 2018",My top 5,"My dogs are strong healthy and more energy. diamond naturals, blue buffalo, taste of the wild, Purina, iams there not many dogs foods brands I put in my top 5 as it hasn't been complete yet i been searchimg for 20 years but this brand made it there years ago im just glad amazon carries it now no one in ky does. They carry those designer brands not stuff met for true dogs out in nature dog parks and occasional hiking trails don't count. My chug and rescued lab hike swim carry stuff all the time they don't ever go on a normal walk down a side walk. My lab can pully wife across the yard and my chug and yank so hard it trips her up and my wife she can through hay bales all day she aint week this food works amazing don't hesitate to buy it. I switch between this and high pro plus every other month.",11
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,DF,5.0,"September 28, 2020",My female boxer and male yorkie are satisfied.,"I’m glad I started my female boxer on this brand of food. I wish I would have known about it 8 years ago. I was recommended over a year ago by a Rottweiler breeder, but was hesitant because of her sensitive stomach and I didn’t know what to expect. Voila, it’s better than any food I’ve ever tried and I’ve tried plenty. My male yorkie also eats the food and likes it. I would like the company to add Velcro closures to the dog food products so the bags close firmly and to keep the food fresh.",
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Pwrreader,5.0,"March 10, 2021",This food has been amazing in the past month,"I have a 2 year old Doberman and an 11 Year old Doberman. I have tried a lot of tier 1 foods that just did not improve their coats, or their sensitive stomachs. My dogs have been on this for a little over a month, and its been a shocking difference in their breath, their coat, their bathroom volume. My older doberman who has aging joints seems much more playful and seems happier.",2
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Shelia,5.0,"October 16, 2022",Dog food,Pup loves it,One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Amazon Customer,3.0,"April 27, 2022",Different food from 1 bag to the next,The first bag was great! The second bag was not. The first bag it looked like puppy food and the second bag the bites were bigger and smelled different and my puppy german shepherd said what is this? She only eats it because she is hungry where the first bag she jumped in the bowl.,One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Barbara DeJong,5.0,"November 17, 2020",The only food my dog will eat!,"My little ShihTzu never liked any dog food.... Her favorite meal was Arby's roast beef sandwiches. One day we were at a festival and there was a booth handing out dog food samples. Since Marlo was with me, he asked what was her favorite dog food...I said, Arby's! You can't imagine the look of shock on his face!!! Long story short, Marlo has been eating Victor's dog food ever since...that was 6 years ago! It's the only dog food she will eat!",
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Liz M.,5.0,"September 19, 2021",My dog loves it!,"More costly than some, but packed w/quality ingredients and lots of flavor (presumed because it has a strong smell), and my dog never turns away from this chow. I trust Victor feed. My dog's groomer recommended it for his skin + coat, and he now has no problems (he has been on Victor for 2 years now).",
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Sheila ♥,5.0,"September 26, 2020",Simply “The Best”!!,"Our dogs love Victor Dog Food! We have a Pug, Chihuahua, Rottweiler /Shepherd Mix and a German Shepherd pup. We read up and we’re recommended Victor from the breeder of our pup. We transitioned them all onto Victor and couldn’t be happier. And the biggest thing we’ve noticed is the shedding shedding is greatly reduced and their coats are so soft. German Shepherds SHED and their coats can be coarse. My Shepherd is so soft and I no longer have hair everywhere. Totally impressed with Victor and all the great benefits.",5
