Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Intensité Crème Lustre Day,385,Angela B.,5,55-64,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles","Dry, Normal",5,5, Great day cream Skin feel , Great day cream  ,0,0,7/18/2021
Perfectif Night Even Skin Tone Cream,275,EmilyM,5,25-34,Female,"Uneven Skin Tone, Radiance, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,5,5, Ms. , I am obsessed with this product because I saw results pretty quickly honestly. I love the texture as it made my skin so smooth and hydrated. Even more effective with the dark spot serum too! Love it. ,3,0,1/12/2021
Perfectif Night Even Skin Tone Cream,275,Jo A.,5,35-44,Female,"Fine Lines & Wrinkles, Radiance, Uneven Skin Tone",Combination,5,5, MissjoBaker , I’ve been using this cream for 4 weeks and I genuinely look forward to applying it every night. Working while I sleep to turn back the clock on all my years of sun blasting my skin. Every morning I wake with brighter more even toned complexion noticeably softer to touch also!!! 10/10 ,8,1,1/12/2021
Eye Renewal Serum,150,Janet C.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Eye Renewal Serum ," I was introduced to this product several years ago and it is now a ""must have"" in my anti aging daily regime. Great product. Absorbs instantly. ",1,0,4/5/2019
Moisturizing Renewal Hydrogel,235,RobinL,5,35-44,Male,"Hydration, Fine Lines & Wrinkles",Normal,5,5, Perfect summer serum ," Everything about this product makes me feel good in the morning. I can't help myself from holding the bottle up to the light and twisting it slowly to see how the little blue-green beads catch the light on my vanity - it's a beautiful product. I love the bright, fresh scent - it feels like those old Aqua Velva commercials claim to make your face feel - bright and alive! And the hydrating lightness is perfect for the spring when I'm more likely to use an SPF and want a lighter serum to start. Hashtag Hydrogel summer!! ",2,0,10/24/2021
Moisturizing Renewal Eye Cream,150,Amy C.,5,45-54,Female,"Fine Lines & Wrinkles, Hydration",Dry,5,5," very hydrating, I love this "," very hydrating, I love this eye cream! Smooths out all wrinkles! ",1,0,8/19/2020
Moisturizing Renewal Cream,195,Jill R.,2,55-64,Female,"Hydration, Radiance",Combination,5,5, love this product , love this product ,0,2,3/18/2022
Rescue Elixir,285,Kathy S.,5,45-54,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles",Dry,5,5, Wake up with velvety skin! ," Perfect soothing treatment for my dry, stressed skin, especially in winter. It melts in effortlessly and I wake up in the morning with velvety, hydrated skin. If a night cream isn’t enough to lock in moisture, this treatment is for you. ",1,0,9/17/2021
Soleil Superiéur,115,Christian F.,5,45-54,Male,Fine Lines & Wrinkles,Oily,5,5," Beautifully packaged, beautiful scent, light, smooth "," wonderful, light, smooth, smells well, no acne or breakouts. ",0,0,4/20/2021
Intensité Crème Lustre Night,385,Jan C.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,5,5, Wonderful ," This is a wonderful overnight moisturizer for anyone ""up"" in age. When I wake my skin thanks me for the cost spent to keep it young looking! ",1,0,7/29/2020
Intensité Crème Lustre Night,385,Raymond B.,5,55-64,Male,"Hydration, Radiance, Firming & Volume Loss","Oily, Combination",5,5, A Permanent Fixture in My Daily Routine ," I am a man using this product, as I find that products for men are not quite as sophisticated as women's products. Great quality for my combination skin. ",2,0,9/25/2019
Fermitif Neck Renewal Cream,165,Mizuho M.,5,35-44,Female,"Fine Lines & Wrinkles, Hydration, Radiance, Firming & Volume Loss",Combination,5,5, Finally! , First neck cream that has actually worked for me!! and I’ve tried many!! ,0,0,5/20/2022
Sensitif Renewal Cream,215,Annamae F.,5,65+,Female,Hydration,Dry,5,5, Great sun protection while moisturizing , Great sun protection while moisturizing ,0,0,7/20/2022
Sensitif Renewal Cream,215,Dorothy A.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Dry,5,4, A favorite cream , I was sorry when it was not available recently for quite awhile and am pleased that I can get it now. It's my favorite of your creams. I have used it for years.  ,0,0,4/28/2022
Foaming Cleanser,75,Evita C.,5,65+,Female,Hydration,Dry,5,5, I love the smell and , I love the smell and softness. ,0,0,3/16/2022
Balancing Toner,65,Kristin P.,5,35-44,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Love it , Smells amazing and works really well. Skins feels so smooth and clean. It’s good for oily skin and it doesn’t dry out my skin. ,3,0,7/20/2020
Intensité Les Yeux,225,Marisol G.,4,45-54,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,3, Too soon for an opinion , Too soon for an opinion but it feels great on my skin ,0,1,4/4/2021
Intensité Les Yeux,225,Meliodora B.,5,35-44,Female,Hydration,Combination,5,5, Great stuff!! , I been using it for a week and I love it so far!! It’s not oily and it glides on which I love when I don’t have to rub the most delicate part of my face. Make up sets well afterwards also. It’s only one week so excited to use it long term!! ,0,0,4/4/2021
Intensité Les Yeux,225,Sandie M.,5,,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Dry,5,5, Great hydration ," Very nice, keeps the under eye moist and hydrated, no oily residue ",0,0,4/4/2021
Intensité Volumizing Serum Ultime,600,Suzanne C.,4,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Combination,4,3, Intensite Volume Serum ," So far so good, feels very good on my face. ",1,1,6/4/2020
Intensité Crème Lustre Day,385,Jeanne S.,5,55-64,Female,"Radiance, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Uneven Skin Tone",Dry,5,5, Sun protection with non greasy moisture. , Love this product! Great sun protection with moisture that lasts all day but never feels greasy. ,1,0,7/18/2021
Intensité Crème Lustre Day,385,Jan C.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Awesome day cream , I used sensitif for years and liked it but as I aged felt I needed a little more in the firming area. Switched to the intensite' cream and really enjoy the feel. Also helps that it has an spf of 30 to protect. ,1,0,7/18/2021
Eye Renewal Serum,150,Lynn S.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration, Dark Circles and Puffiness, Uneven Skin Tone",Normal,5,5, Simply the best! , This eye renewal serum is great at cell turnover and helping to reduce fine lines and firming the skin around the eyes. I use it in my morning skin care routine before the Intensite Les Yeux and it works great. At night I use the Intensite Complete eye serum with the Intensite Les Yeux eye cream and this combination has worked wonderfully to reduce the fine lines and firm and volumize the skin all around my eye area. ,1,0,4/5/2019
Eye Renewal Serum,150,Joan D.,5,55-64,Female,"Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles, Radiance, Firming & Volume Loss",Dry,5,5, Moisture the eye area , I love this serum. Keeps the eye area moist and smooth. I love this under the moisture Renewal eye cream. ,0,1,4/5/2019
Eye Renewal Serum,150,The1andyj,5,,,,,,, Excellent ," After using a sample from Space NK, I was hooked! I've been using it for about a month now and my fine lines are basically eradicated, my dark circles are covered and my skin feels a whole lot more plumped around the eye. When they say ""renewal"" they mean it! DEFINITELY a make up bag MUST! ",1,0,4/5/2019
Moisturizing Renewal Hydrogel,235,Wei,5,35-44,Female,"Hydration, Fine Lines & Wrinkles",Dry,,," Very interesting texture. With the roller, It has become a part of my morning skincare routine "," I often wake up with a puffy face and eyes. I love the texture of the serum, very light but yet leave my skin very hydrated. I normally just wash my face, then put a light layer of the product on, then use the roller on my face. The roller works wonders no calming/depuffying my face in the morning. Especially when I need to look refreshed for my work! ",1,0,10/24/2021
Moisturizing Renewal Hydrogel,235,KateR,5,35-44,Female,"Dark Circles and Puffiness, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5, Amazing serum , I’m loving my new routine - I apply aromatic moisturizing serum and giving myself good massage... I’m use to look really swollen in the mornings but not anymore! ,2,0,4/16/2021
Moisturizing Renewal Eye Cream,150,Sandi M.,5,55-64,Female,"Radiance, Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,5, I’ve seen a big difference , I’ve seen a big difference in skin since using ReVive which has been about a year now. ,1,0,8/19/2020
Moisturizing Renewal Cream,195,Carol E.,5,55-64,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,5,5, Excellent product. My go to , Excellent product. My go to night moisturizer ,0,0,3/18/2022
Moisturizing Renewal Cream,195,Maria P.,5,45-54,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Oily,5,5, excellent , excellent ,0,1,10/23/2021
Rescue Elixir,285,Beverly W.,5,35-44,Female,"Hydration, Firming & Volume Loss",Combination,5,5, I bought this still skeptical. ," I bought this still skeptical. Now I have been using this for 2 weeks. My skin literally glows. I used it every evening after washing my face and the next morning my skin is noticeably smoother. I will definitely keep using to improve results. Finally, the service center is very professional. ",1,0,9/17/2021
Rescue Elixir,285,Xiaoxiao L.,5,25-34,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles, Radiance",Dry,5,4, I will highly suggest this ," I will highly suggest this one. More like gel than oil. Feel like it treats dehydrated skin. Lot of people complained about the smell, but I think it's acceptable. ",0,0,9/17/2021
Rescue Elixir,285,William I.,5,25-34,Male,"Radiance, Fine Lines & Wrinkles, Dark Circles and Puffiness",Combination,5,5, A must-have anti-aging oil ," This product truly hydrates, brightens, and reduces the look of fine lines and wrinkles. I use this product nightly and enjoy the refreshed look that it gives to my face and around my eyes. This is the only anti-aging oil to have! ",3,0,5/19/2020
Soleil Superiéur,115,Qiaoying W.,4,35-44,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration",Oily,4,5, Great Sun cream for hiker ," My skin is oily type. So I feel it is a little bit too oil for my daily routine use especially in summer. I usually prefer to some Japanese brand sun cream for my routine. However this sun cream is great when I go hiking and mountains. I just use it and my skin is keeping hydrate, tight, and being protected by sun and win very well. I will recommend this sun cream. Very good product. ",0,0,4/20/2021
Intensité Crème Lustre Night,385,Shannon E.,5,45-54,Female,"Hydration, Fine Lines & Wrinkles, Uneven Skin Tone, Radiance, Firming & Volume Loss",Dry,5,5, Best all in 1 moisturizer , I use this product day and night and it’s changed the way my skin behaves..... I suffer from Rosacea and this has truly calm my skin ! Plus all the anti-aging lifting firming brightening that it does as well this is the perfect all in one cream even though it is called a night cream ! ,3,0,9/25/2019
Intensité Crème Lustre Night,385,Heather H.,5,35-44,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Radiance, Firming & Volume Loss, Hydration, Blemish Control, Uneven Skin Tone",Combination,5,5, Best Night Cream , By far the best night crème ever! ,1,0,9/25/2019
Intensité Crème Lustre Night,385,Joan B.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles",Dry,5,5, Nothing Better ," I have used Intensite night cream for years, I have found that it keeps my skin looking youthful and unlined. The real proof is that people ask me what I use on my face all the time - Revive. Worth every penny. ",2,0,9/25/2019
Sensitif Renewal Cream,215,Linds E.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Radiance, Hydration, Uneven Skin Tone",Dry,5,5, New favorite face lotion sunscreen! ," Love, love, love this wonderful light weight moisturizer with sunscreen! Does not clog my pores, washes off without scrubbing and leaves my face glowing! ",0,0,4/28/2022
Sensitif Renewal Cream,215,Vera K.,5,55-64,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, Great Moisturizer with Sunscreen. , Really love the Sensitif Renewal Cream. Has the perfect amount of hydration with a 30 SPF. Softens facial lines as well. I would highly recommend. Good price point. ,0,0,4/28/2022
Sensitif Renewal Cream,215,Sandra F.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Blemish Control, Radiance, Firming & Volume Loss, Dark Circles and Puffiness, Uneven Skin Tone",Normal,5,5, A Perfect Day Cream ," I have used for years. I have tried other products, but always go back to Sensitiif. I think it is a wonderful product. ",0,0,4/28/2022
Fermitif Neck Renewal Cream,165,Barbara D.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Elegantly light and creamy. , Elegantly light and creamy. ,0,0,5/20/2022
Fermitif Neck Renewal Cream,165,Judy M.,5,65+,Female,"Radiance, Fine Lines & Wrinkles, Uneven Skin Tone, Firming & Volume Loss",Normal,5,5, I love the sun protection ," I love the sun protection this cream provides. The fragrance is very pleasing, too. ",0,1,5/20/2022
Fermitif Neck Renewal Cream,165,Linda Y.,5,65+,Female,"Dark Circles and Puffiness, Uneven Skin Tone, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss, Radiance",Normal,5,5, Excellent product for moisturizing , Excellent product for moisturizing ,0,1,5/20/2022
Fermitif Neck Renewal Cream,165,Nancy M.,4,65+,Female,Firming & Volume Loss,Normal,5,4, Neck cream , I’m seeing some results on tightening and looking forward to using the neck cream longer. It’s a wonderful feel and light fragrance ,0,0,12/27/2021
Foaming Cleanser,75,Anne B.,5,45-54,Female,"Uneven Skin Tone, Radiance, Hydration, Fine Lines & Wrinkles",Dry,5,5," foams, which I love. cleans "," foams, which I love. cleans well but gently, which I need, doesn't leave my skin super dry and chapped, which is a bonus. Also the delicate scent is wonderful, and the product goes a long way so is a good value. ",1,0,3/16/2022
Foaming Cleanser,75,Mark J.,5,55-64,Male,"Hydration, Fine Lines & Wrinkles, Uneven Skin Tone, Radiance",Dry,5,5, A little goes a long , A little goes a long way first of all! Slight exfoliating is great. My skin surface is much improved on my bald head after only about a month using. Great subtle scent! Sorry Kiehls. ,1,0,3/16/2022
